,city,n_tech_jobs,lat,lng,postdate_timespan,prevalent_job_type,size,color
966,"New Hyde Park, NY",3.0,40.7323,-73.6858,3,managment,10.635964912280702,1.0
967,"New Jersey, NJ",2.0,39.1238,-94.5541,3,managment,10.423976608187134,1.0
968,"New London, CT",1.0,41.3502,-72.1022,3,other,10.211988304093568,1.0
969,"New Orleans, LA",23.0,39.1238,-94.5541,3,other,14.875730994152047,1.0
970,"New Providence, NJ",3.0,40.7184,-74.0686,3,other,10.635964912280702,1.0
971,"New York - Midtown, NY",3.0,36.1283,-95.9042,3,other,10.635964912280702,1.0
972,"New York City, NY",226.0,40.6943,-73.9249,3,other,57.9093567251462,1.0
973,"New York, NY",1368.0,40.6943,-73.9249,3,other,300.0,1.0
974,"New York, PA",1.0,39.9361,-75.1073,3,other,10.211988304093568,1.0
975,"Newark, CA",18.0,37.5201,-122.0307,3,other,13.81578947368421,1.0
976,"Newark, DE",8.0,38.9047,-77.0163,3,other,11.695906432748538,1.0
977,"Newark, NJ",84.0,40.7245,-74.1725,3,other,27.807017543859647,1.0
978,"Newark, PA",1.0,39.7415,-75.5416,3,other,10.211988304093568,1.0
979,"Newburgh, NY",1.0,,,3,other,10.211988304093568,1.0
980,"Newbury Park, CA",2.0,29.786,-95.3885,3,other,10.423976608187134,1.0
981,"Newburyport, MA",3.0,42.8124,-70.8878,3,other,10.635964912280702,1.0
982,"Newington, CT",1.0,41.306,-73.1383,3,other,10.211988304093568,1.0
983,"Newington, NH",1.0,,,3,other,10.211988304093568,1.0
984,"Newport Beach, CA",14.0,33.6151,-117.8668,3,other,12.96783625730994,1.0
985,"Newport News, VA",4.0,38.9866,-77.1188,3,other,10.847953216374268,1.0
986,"Newport, KY",1.0,32.7935,-96.7667,3,other,10.211988304093568,1.0
987,"Newport, NJ",1.0,40.6943,-73.9249,3,other,10.211988304093568,1.0
988,"Newport, RI",2.0,41.4801,-71.3203,3,other,10.423976608187134,1.0
989,"Newton, MA",5.0,42.3316,-71.2085,3,other,11.059941520467836,1.0
990,"Newton, NJ",1.0,37.7558,-122.4449,3,ai,10.211988304093568,1.0
991,"Newtown Square, PA",4.0,37.3836,-122.0255,3,other,10.847953216374268,1.0
992,"Newtown, PA",2.0,40.2289,-74.9323,3,other,10.423976608187134,1.0
993,"Niles, IL",1.0,41.8375,-87.6866,3,other,10.211988304093568,1.0
994,"Niles, OH",3.0,39.248,-84.3827,3,other,10.635964912280702,1.0
995,"Niwot, CO",6.0,44.9635,-93.2678,3,other,11.271929824561404,1.0
996,"Norcross, GA",40.0,33.7628,-84.422,3,other,18.47953216374269,1.0
997,"Norcross,, GA",1.0,33.7628,-84.422,3,other,10.211988304093568,1.0
998,"Norfolk, VA",10.0,47.6211,-122.3244,3,managment,12.119883040935672,1.0
999,"Norman, OK",2.0,32.8583,-96.9702,3,ai,10.423976608187134,1.0
1000,"Norristown, PA",4.0,40.6943,-73.9249,3,other,10.847953216374268,1.0
1001,"North Andover, MA",16.0,27.9945,-82.4447,3,other,13.391812865497077,1.0
1002,"North Bethesda, MD",1.0,39.4115,-76.7913,3,web,10.211988304093568,1.0
1003,"North Branch, NJ",1.0,40.0077,-75.1339,3,managment,10.211988304093568,1.0
1004,"North Brunswick, NJ",4.0,38.9047,-77.0163,3,other,10.847953216374268,1.0
1005,"North Canton, OH",1.0,38.2528,-76.4424,3,other,10.211988304093568,1.0
1006,"North Chesterfield, VA",6.0,44.8164,-93.6091,3,other,11.271929824561404,1.0
1007,"North Chicago, IL",2.0,39.0834,-77.1553,3,managment,10.423976608187134,1.0
1008,"North Haven, CT",2.0,37.4001,-122.0796,3,managment,10.423976608187134,1.0
1009,"North Kingstown, RI",1.0,,,3,other,10.211988304093568,1.0
1010,"North Quincy, MA",2.0,,,3,other,10.423976608187134,1.0
1011,"North Wales, PA",1.0,42.1675,-87.9615,3,managment,10.211988304093568,1.0
1012,"North York, ON",2.0,41.1039,-73.5585,3,other,10.423976608187134,1.0
1013,"Northampton, MA",1.0,42.3889,-71.2423,3,other,10.211988304093568,1.0
1014,"Northborough, MA",1.0,,,3,other,10.211988304093568,1.0
1015,"Northbrook, IL",20.0,38.9549,-76.7406,3,other,14.239766081871345,1.0
1016,"Northfield, NJ",1.0,43.0822,-89.393,3,other,10.211988304093568,1.0
1017,"Northlake, IL",1.0,,,3,other,10.211988304093568,1.0
1018,"Norton, MA",1.0,,,3,other,10.211988304093568,1.0
1019,"Norwalk, CT",21.0,41.1144,-73.4215,3,other,14.451754385964911,1.0
1020,"Norwell, MA",5.0,,,3,other,11.059941520467836,1.0
1021,"Norwich, CT",5.0,41.5495,-72.0882,3,other,11.059941520467836,1.0
1022,"Norwood, MA",7.0,,,3,managment,11.48391812865497,1.0
1023,"Novato, CA",15.0,40.7967,-74.4772,3,security,13.179824561403509,1.0
1024,"Novi, MI",2.0,40.6943,-73.9249,3,managment,10.423976608187134,1.0
1025,Ny,1.0,32.7817,-97.3474,3,managment,10.211988304093568,1.0
1026,"Ny City, NY",1.0,32.9639,-96.9903,3,ai,10.211988304093568,1.0
1027,"Ny, NY",13.0,27.9945,-82.4447,3,other,12.755847953216374,1.0
1028,"Nyack, NY",1.0,40.6943,-73.9249,3,managment,10.211988304093568,1.0
1029,"Nyc, NY",102.0,40.6943,-73.9249,3,other,31.62280701754386,1.0
1030,"Oak Brook, IL",15.0,42.3188,-71.0852,3,other,13.179824561403509,1.0
1031,"Oak Creek, WI",1.0,,,3,other,10.211988304093568,1.0
1032,"Oak Ridge, TN",2.0,35.9639,-84.2938,3,other,10.423976608187134,1.0
1033,"Oakbrook Terrace, IL",10.0,43.2231,-123.352,3,other,12.119883040935672,1.0
1034,"Oakbrook, IL",1.0,,,3,other,10.211988304093568,1.0
1035,"Oakdale, MN",1.0,44.9876,-92.9641,3,other,10.211988304093568,1.0
1036,"Oakland, CA",84.0,40.7431,-74.1531,3,other,27.807017543859647,1.0
1037,"Oakland, NJ",3.0,41.0313,-74.2408,3,other,10.635964912280702,1.0
1038,"Oaks, PA",3.0,40.1318,-75.4596,3,other,10.635964912280702,1.0
1039,"Oakton, VA",2.0,41.8375,-87.6866,3,other,10.423976608187134,1.0
1040,"Oakwood, GA",4.0,33.7628,-84.422,3,other,10.847953216374268,1.0
1041,"Oceanside, CA",2.0,33.2247,-117.3083,3,other,10.423976608187134,1.0
1042,"Oconomowoc, WI",1.0,41.8375,-87.6866,3,other,10.211988304093568,1.0
1043,"Odenton, MD",1.0,34.4285,-119.7202,3,other,10.211988304093568,1.0
1044,"Ofallon, MO",1.0,37.3012,-121.848,3,other,10.211988304093568,1.0
1045,"Offsite Bay, CA",1.0,,,3,security,10.211988304093568,1.0
1046,"Ogden, UT",2.0,38.8185,-77.0861,3,other,10.423976608187134,1.0
1047,"Okemos, MI",1.0,,,3,other,10.211988304093568,1.0
1048,"Oklahoma City, OK",8.0,37.4982,-122.2677,3,other,11.695906432748538,1.0
1049,"Olathe, KS",3.0,33.7311,-117.8107,3,other,10.635964912280702,1.0
1050,"Old Greenwich, CT",1.0,,,3,other,10.211988304093568,1.0
1051,"Old Saybrook, CT",1.0,43.0642,-87.9675,3,managment,10.211988304093568,1.0
1052,"Olympia, WA",19.0,44.9635,-93.2678,3,other,14.027777777777779,1.0
1053,"Omaha, NE",53.0,40.8645,-74.4135,3,other,21.235380116959064,1.0
1054,"Ontario, CA",4.0,34.0393,-117.6064,3,other,10.847953216374268,1.0
1055,"Orange County, CA",1.0,,,3,other,10.211988304093568,1.0
1056,"Orange, CA",7.0,29.786,-95.3885,3,other,11.48391812865497,1.0
1057,"Orange, CT",4.0,40.7184,-74.0686,3,other,10.847953216374268,1.0
1058,"Orangeburg, NY",9.0,41.0488,-73.9408,3,other,11.907894736842104,1.0
1059,"Orem, UT",1.0,33.1246,-117.2834,3,web,10.211988304093568,1.0
1060,"Orlando, FL",44.0,28.4773,-81.337,3,other,19.327485380116958,1.0
1061,"Oshkosh, WI",2.0,40.7776,-111.9311,3,other,10.423976608187134,1.0
1062,"Ossining, NY",1.0,38.1663,-85.6485,3,other,10.211988304093568,1.0
1063,"Ottawa, ON",2.0,42.7142,-84.5601,3,other,10.423976608187134,1.0
1064,"Overland Park, KS",15.0,41.7661,-72.6834,3,other,13.179824561403509,1.0
1065,"Owatonna, MN",3.0,37.7624,-121.9365,3,other,10.635964912280702,1.0
1066,"Owings Mills, MD",9.0,39.3051,-76.6144,3,other,11.907894736842104,1.0
1067,"Oxford, MA",1.0,,,3,other,10.211988304093568,1.0
1068,"Oxnard, CA",1.0,37.3836,-122.0255,3,other,10.211988304093568,1.0
1069,"Painted Post, NY",2.0,41.7661,-72.6834,3,other,10.423976608187134,1.0
1070,"Palm Bay, FL",3.0,27.9631,-80.6593,3,other,10.635964912280702,1.0
1071,"Palm Bay,, FL",1.0,32.8583,-96.9702,3,other,10.211988304093568,1.0
1072,"Palm Beach, FL",1.0,33.5722,-112.0892,3,other,10.211988304093568,1.0
1073,"Palmdale, CA",1.0,33.6772,-117.7738,3,other,10.211988304093568,1.0
1074,"Palo Alto, CA",134.0,37.7558,-122.4449,3,other,38.40643274853801,1.0
1075,"Palos Heights, IL",1.0,34.0704,-84.2738,3,other,10.211988304093568,1.0
1076,"Paramus, NJ",13.0,40.9455,-74.0712,3,other,12.755847953216374,1.0
1077,"Park Ridge, IL",1.0,43.0822,-89.393,3,other,10.211988304093568,1.0
1078,"Park Ridge, NJ",3.0,40.7061,-74.5568,3,other,10.635964912280702,1.0
1079,"Parkville, MD",1.0,33.7628,-84.422,3,other,10.211988304093568,1.0
1080,"Parsippany, NJ",83.0,40.8645,-74.4135,2,other,27.59502923976608,0.6666666666666666
1081,"Parsippany-troy Hills, NJ",1.0,28.4773,-81.337,3,other,10.211988304093568,1.0
1082,"Pasadena, CA",16.0,29.786,-95.3885,3,other,13.391812865497077,1.0
1083,"Patuxent River, MD",1.0,29.786,-95.3885,3,other,10.211988304093568,1.0
1084,"Paulsboro, NJ",4.0,39.84,-75.2397,3,other,10.847953216374268,1.0
1085,"Peabody, MA",4.0,42.5335,-70.9725,3,other,10.847953216374268,1.0
1086,"Peachtree City, GA",30.0,33.7628,-84.422,3,other,16.359649122807017,1.0
1087,"Peapack, NJ",4.0,40.6943,-73.9249,3,other,10.847953216374268,1.0
1088,"Pearl Beach, MI",1.0,34.1141,-118.4068,3,other,10.211988304093568,1.0
1089,"Pearl Harbor, HI",1.0,41.022,-73.7547,3,other,10.211988304093568,1.0
1090,"Pearl River, NY",2.0,41.0615,-74.0047,3,managment,10.423976608187134,1.0
1091,"Pearland, TX",3.0,47.6211,-122.3244,3,other,10.635964912280702,1.0
1092,"Pendergrass, GA",1.0,33.7628,-84.422,3,managment,10.211988304093568,1.0
1093,"Pennington, NJ",36.0,40.3262,-74.7908,3,other,17.63157894736842,1.0
1094,"Pensacola, FL",4.0,30.4413,-87.1911,3,managment,10.847953216374268,1.0
1095,"Peoria, IL",1.0,35.1087,-89.9663,3,other,10.211988304093568,1.0
1096,"Petaluma, CA",2.0,40.0248,-105.2524,3,ai,10.423976608187134,1.0
1097,Peterborough,1.0,,,3,ai,10.211988304093568,1.0
1098,Phila,1.0,38.8531,-77.2997,3,other,10.211988304093568,1.0
1099,"Philadelphia, PA",275.0,40.0077,-75.1339,3,other,68.296783625731,1.0
1100,"Phoenix, AZ",99.0,33.5722,-112.0892,3,other,30.986842105263158,1.0
1101,"Phoenix, IL",1.0,30.3005,-97.7522,3,other,10.211988304093568,1.0
1102,"Picatinny Arsenal, NJ",1.0,41.0253,-74.0604,3,security,10.211988304093568,1.0
1103,"Pikesville, MD",1.0,33.7628,-84.422,3,other,10.211988304093568,1.0
1104,"Piney Point, TX",2.0,29.786,-95.3885,3,other,10.423976608187134,1.0
1105,"Piscataway, NJ",76.0,40.6943,-73.9249,3,other,26.11111111111111,1.0
1106,"Pittsburgh , Pa, PA",1.0,41.8373,-87.9516,3,other,10.211988304093568,1.0
1107,"Pittsburgh, PA",55.0,40.4397,-79.9763,3,other,21.659356725146196,1.0
1108,"Pittsford, NY",2.0,41.1039,-73.5585,3,other,10.423976608187134,1.0
1109,"Plainsboro, NJ",12.0,40.0077,-75.1339,3,other,12.543859649122806,1.0
1110,"Plainview, NY",2.0,40.7832,-73.4732,3,other,10.423976608187134,1.0
1111,"Plano, TX",149.0,33.0502,-96.7486,3,other,41.586257309941516,1.0
1112,"Plantation, FL",2.0,38.9047,-77.0163,3,other,10.423976608187134,1.0
1113,"Playa Vista, CA",1.0,40.7776,-111.9311,3,other,10.211988304093568,1.0
1114,"Pleasant Hill, CA",2.0,33.5722,-112.0892,3,other,10.423976608187134,1.0
1115,"Pleasant Prairie, WI",2.0,40.8356,-74.4786,3,managment,10.423976608187134,1.0
1116,"Pleasanton, CA",125.0,37.6663,-121.8805,3,other,36.498538011695906,1.0
1117,"Pleasanton,, CA",1.0,37.3836,-122.0255,3,other,10.211988304093568,1.0
1118,"Plymouth Meeting, PA",10.0,40.1097,-75.2803,3,other,12.119883040935672,1.0
1119,"Plymouth, MA",1.0,,,3,other,10.211988304093568,1.0
1120,"Plymouth, MN",2.0,33.6772,-117.7738,3,managment,10.423976608187134,1.0
1121,"Point Mugu Nawc, CA",1.0,27.9945,-82.4447,3,other,10.211988304093568,1.0
1122,"Pompano Beach, FL",1.0,38.9866,-77.1188,3,other,10.211988304093568,1.0
1123,"Pompton Lakes, NJ",1.0,41.0024,-74.2859,3,other,10.211988304093568,1.0
1124,"Port Jervis, NY",1.0,40.7452,-74.0281,3,other,10.211988304093568,1.0
1125,"Port Washington, NY",18.0,40.8268,-73.6765,3,other,13.81578947368421,1.0
1126,"Portage, MI",1.0,42.2,-85.5906,3,managment,10.211988304093568,1.0
1127,"Portage, WI",1.0,28.4773,-81.337,3,other,10.211988304093568,1.0
1128,"Portland, ME",27.0,43.6773,-70.2715,3,other,15.723684210526315,1.0
1129,"Portland, OR",30.0,45.5371,-122.65,3,other,16.359649122807017,1.0
1130,"Portsmouth, NH",15.0,43.058,-70.7826,3,other,13.179824561403509,1.0
1131,"Portsmouth, RI",1.0,41.2627,-96.0529,3,other,10.211988304093568,1.0
1132,"Portsmouth, VA",1.0,29.786,-95.3885,3,other,10.211988304093568,1.0
1133,"Pottstown, PA",2.0,40.0077,-75.1339,3,other,10.423976608187134,1.0
1134,"Poughkeepsie, NY",3.0,40.7184,-74.0686,3,other,10.635964912280702,1.0
1135,"Poway, CA",4.0,32.9871,-117.0201,3,other,10.847953216374268,1.0
1136,"Prairie Village, KS",1.0,,,3,other,10.211988304093568,1.0
1137,"Presidio Of Monterey, CA",1.0,37.3012,-121.848,3,other,10.211988304093568,1.0
1138,"Princeton Junction, NJ",1.0,40.7061,-74.5568,3,web,10.211988304093568,1.0
1139,"Princeton, IN",1.0,37.9881,-87.5341,3,other,10.211988304093568,1.0
1140,"Princeton, NJ",86.0,40.3562,-74.6693,3,other,28.230994152046783,1.0
1141,"Prineville, OR",1.0,37.7558,-122.4449,3,ai,10.211988304093568,1.0
1142,"Providence, RI",40.0,41.823,-71.4187,3,other,18.47953216374269,1.0
1143,"Pullman, WA",1.0,42.3172,-87.8595,3,other,10.211988304093568,1.0
1144,Pune,1.0,32.8313,-117.1222,3,other,10.211988304093568,1.0
1145,"Purchase, NY",18.0,40.7061,-74.5568,3,other,13.81578947368421,1.0
1146,"Puyallup, WA",1.0,47.5439,-122.0471,3,other,10.211988304093568,1.0
1147,"Quantico, VA",9.0,38.9047,-77.0163,3,other,11.907894736842104,1.0
1148,"Quebec City, QC",1.0,33.7628,-84.422,3,other,10.211988304093568,1.0
1149,"Queens, NY",7.0,40.7599,-73.5891,3,other,11.48391812865497,1.0
1150,"Quicksburg, VA",1.0,38.9047,-77.0163,3,other,10.211988304093568,1.0
1151,"Quincy, MA",26.0,42.2506,-71.0187,3,other,15.511695906432749,1.0
1152,"Radford, VA",3.0,39.762,-104.8758,3,other,10.635964912280702,1.0
1153,"Radnor, PA",11.0,40.0077,-75.1339,3,other,12.331871345029239,1.0
1154,"Rahway, NJ",5.0,40.6077,-74.2807,3,other,11.059941520467836,1.0
1155,"Raleigh, NC",79.0,35.8324,-78.6429,3,other,26.747076023391813,1.0
1156,"Ramsey, NJ",2.0,41.0595,-74.1454,3,other,10.423976608187134,1.0
1157,"Rancho Cordova, CA",30.0,38.5737,-121.2527,3,other,16.359649122807017,1.0
1158,"Rancho Cucamonga, CA",1.0,37.3836,-122.0255,3,managment,10.211988304093568,1.0
1159,"Raritan, NJ",17.0,41.7661,-72.6834,3,other,13.603801169590643,1.0
1160,"Raynham, MA",2.0,,,3,managment,10.423976608187134,1.0
1161,"Raytown, MO",1.0,38.8868,-77.4453,3,web,10.211988304093568,1.0
1162,Reading,2.0,40.6943,-73.9249,3,managment,10.423976608187134,1.0
1163,"Reading, PA",6.0,35.1087,-89.9663,3,other,11.271929824561404,1.0
1164,"Red Bank, NJ",1.0,40.6943,-73.9249,3,other,10.211988304093568,1.0
1165,"Redlands, CA",3.0,34.1819,-118.2468,3,other,10.635964912280702,1.0
1166,"Redmond, WA",258.0,47.6763,-122.1169,3,other,64.69298245614036,1.0
1167,"Redmond, Washington, WA",1.0,47.6763,-122.1169,3,web,10.211988304093568,1.0
1168,"Redondo Beach, CA",1.0,33.917,-118.4018,3,other,10.211988304093568,1.0
1169,"Redwood City, CA",77.0,41.0086,-74.2083,3,other,26.323099415204677,1.0
1170,"Redwood Shores, CA",1.0,33.6772,-117.7738,3,managment,10.211988304093568,1.0
1171,"Reno, NV",4.0,28.4773,-81.337,3,other,10.847953216374268,1.0
1172,"Renton, WA",6.0,47.6211,-122.3244,3,other,11.271929824561404,1.0
1173,"Research Triangle Park, NC",6.0,38.8674,-104.7605,3,other,11.271929824561404,1.0
1174,"Reston, VA",77.0,38.9497,-77.3461,3,other,26.323099415204677,1.0
1175,"Richardson, TX",82.0,32.9716,-96.7093,3,other,27.383040935672515,1.0
1176,"Richfield, MN",4.0,40.4397,-79.9763,3,other,10.847953216374268,1.0
1177,"Richland, WA",1.0,33.4015,-111.7178,3,other,10.211988304093568,1.0
1178,"Richmond City, VA",4.0,34.0704,-84.2738,3,other,10.847953216374268,1.0
1179,"Richmond Heights, MO",2.0,42.7142,-84.5601,3,other,10.423976608187134,1.0
1180,"Richmond West, VA",1.0,37.9086,-122.5421,3,other,10.211988304093568,1.0
1181,"Richmond, CA",1.0,26.1412,-80.1464,3,other,10.211988304093568,1.0
1182,"Richmond, OH",2.0,38.9899,-84.6471,3,other,10.423976608187134,1.0
1183,"Richmond, VA",71.0,37.3836,-122.0255,3,other,25.051169590643276,1.0
1184,"Richmond,, BC",1.0,33.7628,-84.422,3,web,10.211988304093568,1.0
1185,"Ridgefield Park, NJ",11.0,40.8543,-74.0201,3,other,12.331871345029239,1.0
1186,"Ridgeland, MS",1.0,35.2494,-81.1854,3,managment,10.211988304093568,1.0
1187,"Ridgewood, NJ",2.0,40.9821,-74.1127,3,managment,10.423976608187134,1.0
1188,"Riverdale, NY",2.0,40.6943,-73.9249,3,ai,10.423976608187134,1.0
1189,"Riverside, CA",2.0,29.786,-95.3885,3,managment,10.423976608187134,1.0
1190,"Riverwoods, IL",3.0,33.5279,-86.7971,3,other,10.635964912280702,1.0
1191,"Roanoke, TX",4.0,33.0144,-97.2276,3,other,10.847953216374268,1.0
1192,"Roanoke, VA",3.0,37.5295,-77.4756,3,other,10.635964912280702,1.0
1193,"Rochelle Park, NJ",17.0,41.1039,-73.5585,3,other,13.603801169590643,1.0
1194,"Rochester Hills, MI",2.0,40.2752,-76.8843,3,other,10.423976608187134,1.0
1195,"Rochester, MN",1.0,41.4764,-81.6805,3,ai,10.211988304093568,1.0
1196,"Rochester, NY",26.0,32.8168,-79.9687,3,other,15.511695906432749,1.0
1197,"Rock Island, IL",2.0,25.7037,-80.2715,3,managment,10.423976608187134,1.0
1198,"Rockaway, NJ",7.0,37.6663,-121.8805,3,other,11.48391812865497,1.0
1199,"Rockford, IL",2.0,37.3012,-121.848,3,other,10.423976608187134,1.0
1200,"Rockleigh, NJ",3.0,41.0026,-73.9327,3,other,10.635964912280702,1.0
1201,"Rocklin, CA",3.0,38.5737,-121.2527,3,other,10.635964912280702,1.0
1202,"Rockville, MD",51.0,41.0529,-74.0499,3,other,20.81140350877193,1.0
1203,"Rockwall, TX",4.0,33.7628,-84.422,3,other,10.847953216374268,1.0
1204,"Rocky Hill, CT",17.0,40.1777,-74.9212,3,other,13.603801169590643,1.0
1205,"Rohnert Park, CA",1.0,40.863,-74.1575,3,other,10.211988304093568,1.0
1206,"Rolling Meadows, IL",3.0,42.234,-87.9608,3,other,10.635964912280702,1.0
1207,"Rome, NY",1.0,,,3,other,10.211988304093568,1.0
1208,"Ronkonkoma, NY",1.0,34.8354,-82.3646,3,ai,10.211988304093568,1.0
1209,"Roseburg, OR",1.0,,,3,other,10.211988304093568,1.0
1210,"Roseland, NJ",15.0,40.8208,-74.3086,3,other,13.179824561403509,1.0
1211,"Roselle, IL",1.0,44.0564,-123.1174,3,other,10.211988304093568,1.0
1212,"Rosemead, CA",2.0,42.3188,-71.0852,3,other,10.423976608187134,1.0
1213,"Rosemont, IL",9.0,44.9635,-93.2678,3,other,11.907894736842104,1.0
1214,"Roseville, CA",10.0,41.7661,-72.6834,3,other,12.119883040935672,1.0
1215,"Roseville, MN",1.0,44.8306,-93.3151,3,web,10.211988304093568,1.0
1216,"Roslyn, NY",2.0,32.989,-96.8999,3,managment,10.423976608187134,1.0
1217,"Roswell, GA",13.0,34.0508,-84.0686,3,other,12.755847953216374,1.0
1218,"Round Lake, IL",1.0,38.1663,-85.6485,3,other,10.211988304093568,1.0
1219,"Round Rock, TX",6.0,37.5295,-77.4756,3,other,11.271929824561404,1.0
1220,"Roxboro, NC",1.0,33.5722,-112.0892,3,other,10.211988304093568,1.0
1221,"Royal Oak, MI",2.0,35.7819,-78.8195,3,managment,10.423976608187134,1.0
1222,"Royersford, PA",1.0,40.6943,-73.9249,3,web,10.211988304093568,1.0
1223,"Rtp, NC",2.0,42.2506,-71.0187,3,managment,10.423976608187134,1.0
1224,"Rutherford, NJ",4.0,40.7498,-73.7976,3,security,10.847953216374268,1.0
1225,"Rye Brook, NY",1.0,40.6943,-73.9249,3,managment,10.211988304093568,1.0
1226,"Rye, NH",1.0,,,3,other,10.211988304093568,1.0
1227,"Rye, NY",1.0,,,3,other,10.211988304093568,1.0
1228,Sacramento,1.0,,,3,managment,10.211988304093568,1.0
1229,"Sacramento, CA",142.0,38.5677,-121.4685,3,other,40.10233918128655,1.0
1230,"Saint Charles, IL",1.0,37.6902,-122.4021,3,other,10.211988304093568,1.0
1231,"Saint Cloud, MN",2.0,33.6872,-111.8651,3,other,10.423976608187134,1.0
1232,"Saint Louis, MO",58.0,39.6468,-104.9942,3,other,22.295321637426902,1.0
1233,"Saint Paul, MN",19.0,39.3571,-84.3023,3,other,14.027777777777779,1.0
1234,"Saint Petersburg, FL",8.0,41.7661,-72.6834,3,other,11.695906432748538,1.0
1235,"Saint. Louis, MO",1.0,33.8841,-117.9279,3,other,10.211988304093568,1.0
1236,"Salem, NH",5.0,29.786,-95.3885,3,other,11.059941520467836,1.0
1237,"Salem, OR",3.0,44.9233,-123.0244,3,other,10.635964912280702,1.0
1238,"Salinas, CA",1.0,37.3012,-121.848,3,other,10.211988304093568,1.0
1239,"Saline, MI",1.0,,,3,other,10.211988304093568,1.0
1240,"Salt Lake City, UT",29.0,40.7776,-111.9311,3,other,16.14766081871345,1.0
1241,"San Antonio, TX",54.0,29.4632,-98.5238,3,other,21.44736842105263,1.0
1242,"San Bruno, CA",47.0,39.1413,-84.506,3,other,19.96345029239766,1.0
1243,"San Carlos, CA",15.0,47.6763,-122.1169,3,other,13.179824561403509,1.0
1244,"San Diego, CA",99.0,32.8313,-117.1222,3,other,30.986842105263158,1.0
1245,"San Fernando, CA",1.0,42.2759,-83.731,3,managment,10.211988304093568,1.0
1246,San Francisco,1.0,37.4001,-122.0796,3,managment,10.211988304093568,1.0
1247,"San Francisco,",1.0,37.2802,-121.9539,3,other,10.211988304093568,1.0
1248,"San Francisco, CA",886.0,37.7558,-122.4449,3,other,197.82163742690057,1.0
1249,"San Francisco,, CA",1.0,47.7735,-122.2044,3,other,10.211988304093568,1.0
1250,San Isidro,1.0,37.7558,-122.4449,3,other,10.211988304093568,1.0
1251,"San Jose, CA",452.0,37.3012,-121.848,3,other,105.8187134502924,1.0
1252,"San Leandro, CA",4.0,37.7558,-122.4449,3,other,10.847953216374268,1.0
1253,"San Marcos, TX",1.0,42.6664,-73.7987,3,other,10.211988304093568,1.0
1254,"San Mateo, CA",79.0,40.6943,-73.9249,3,other,26.747076023391813,1.0
1255,"San Rafael, CA",17.0,40.6943,-73.9249,3,other,13.603801169590643,1.0
1256,"San Ramon, CA",141.0,37.7624,-121.9365,3,other,39.890350877192986,1.0
1257,"Sandy Hook, CT",2.0,39.5419,-104.9708,3,ai,10.423976608187134,1.0
1258,"Sandy Springs, GA",3.0,33.9366,-84.3703,3,other,10.635964912280702,1.0
1259,"Sandy, UT",2.0,40.0077,-75.1339,3,ai,10.423976608187134,1.0
1260,"Santa Ana, CA",17.0,33.7367,-117.8819,3,other,13.603801169590643,1.0
1261,"Santa Barbara, CA",8.0,33.7628,-84.422,3,other,11.695906432748538,1.0
1262,Santa Clara,1.0,,,3,managment,10.211988304093568,1.0
1263,"Santa Clara, CA",303.0,37.3646,-121.968,3,other,74.23245614035088,1.0
1264,"Santa Clara,, CA",1.0,33.6096,-117.6551,3,other,10.211988304093568,1.0
1265,"Santa Clarita, CA",4.0,47.6211,-122.3244,3,other,10.847953216374268,1.0
1266,"Santa Cruz, CA",11.0,40.6943,-73.9249,3,other,12.331871345029239,1.0
1267,"Santa Monica, CA",27.0,29.786,-95.3885,3,other,15.723684210526315,1.0
1268,"Santa Rosa, CA",8.0,39.7415,-75.5416,3,other,11.695906432748538,1.0
1269,"Sarasota, FL",3.0,34.2121,-80.9921,3,ai,10.635964912280702,1.0
1270,"Sarasota, VA",1.0,38.8531,-77.2997,3,other,10.211988304093568,1.0
1271,"Saratoga, CA",1.0,37.6663,-121.8805,3,other,10.211988304093568,1.0
1272,"Sausalito, CA",1.0,37.3012,-121.848,3,other,10.211988304093568,1.0
1273,"Sayre, PA",1.0,35.8324,-78.6429,3,other,10.211988304093568,1.0
1274,"Scarborough, ME",2.0,,,3,managment,10.423976608187134,1.0
1275,"Schaumburg, IL",33.0,42.0308,-88.0838,3,other,16.99561403508772,1.0
1276,"Schiller Park, IL",1.0,41.8209,-88.1857,3,other,10.211988304093568,1.0
1277,"Scott Afb, IL",1.0,33.7977,-118.167,3,managment,10.211988304093568,1.0
1278,"Scottdale, AZ",1.0,41.8375,-87.6866,3,other,10.211988304093568,1.0
1279,"Scotts Valley, CA",1.0,37.3836,-122.0255,3,other,10.211988304093568,1.0
1280,"Scottsdale, AZ",45.0,33.6872,-111.8651,3,other,19.539473684210527,1.0
1281,"Scranton, PA",1.0,44.8488,-93.4595,3,other,10.211988304093568,1.0
1282,"Seal Beach, CA",2.0,41.7661,-72.6834,3,other,10.423976608187134,1.0
1283,"Seaside, CA",3.0,37.6663,-121.8805,3,other,10.635964912280702,1.0
1284,"Seatac, WA",4.0,47.6211,-122.3244,3,other,10.847953216374268,1.0
1285,"Seattle, WA",661.0,47.6211,-122.3244,3,other,150.12426900584796,1.0
1286,"Secaucus, NJ",16.0,40.781,-74.0659,3,managment,13.391812865497077,1.0
1287,"Seguin, TX",1.0,44.9322,-93.4598,3,other,10.211988304093568,1.0
1288,"Selden, NY",1.0,36.076,-79.4685,3,other,10.211988304093568,1.0
